Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Sumbul Siddiqui,Alanna Mallon,Burhan Azeem,Dennis J. Carlone,Marc C. McGovern,Patricia Nolan,E. Denise Simmons,Paul F. Toner,Quinton Zondervan,Link,Notes
CMA 2023 #33,02/13/23 Regular,02/13/23,4,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18249&CssClass=,
CMA 2023 #34,02/13/23 Regular,02/13/23,5,Awaiting Report Response,,POR 2023 #7,,REFERRED TO THE PETITION,,yes,yes,yes,yes,yes,,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18251&CssClass=,"FINAL FEBRUARY 13, 2023"
CMA 2023 #35,02/13/23 Regular,02/13/23,6,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18278&CssClass=,
CMA 2023 #36,02/13/23 Regular,02/13/23,7,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18279&CssClass=,
CMA 2023 #37,02/13/23 Regular,02/13/23,8,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18289&CssClass=,
CMA 2023 #38,02/13/23 Regular,02/13/23,9,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18290&CssClass=,
CMA 2023 #39,02/13/23 Regular,02/13/23,10,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18292&CssClass=,
CMA 2023 #40,02/13/23 Regular,02/13/23,11,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18295&CssClass=,
CMA 2023 #41,02/13/23 Regular,02/13/23,12,Appointment,,,,Placed on File,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18089&CssClass=,
CMA 2023 #42,02/13/23 Regular,02/13/23,13,Awaiting Report Response,AR-22-84,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18300&CssClass=,
CMA 2023 #43,02/13/23 Regular,02/13/23,14,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18302&CssClass=,
CMA 2023 #44,02/13/23 Regular,02/13/23,15,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18274&CssClass=,
CMA 2023 #45,02/13/23 Regular,02/13/23,16,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18275&CssClass=,
CMA 2023 #46,02/13/23 Regular,02/13/23,17,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18276&CssClass=,
CMA 2023 #47,02/13/23 Regular,02/13/23,18,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18277&CssClass=,
CMA 2023 #48,02/13/23 Regular,02/13/23,19,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18271&CssClass=,
CMA 2023 #49,02/13/23 Regular,02/13/23,20,Awaiting Report Response,,POR 2023 #28,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18394&CssClass=,
CMA 2023 #50,02/27/23 Regular,02/27/23,1,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18428&CssClass=,
CMA 2023 #51,02/27/23 Regular,02/27/23,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18449&CssClass=,
CMA 2023 #52,02/27/23 Regular,02/27/23,3,Awaiting Report Response,AR-22-60,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18451&CssClass=,
CMA 2023 #53,02/27/23 Regular,02/27/23,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18441&CssClass=,
CMA 2023 #54,02/27/23 Regular,02/27/23,5,Appropriation,AR-22-28,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18436&CssClass=,
CMA 2023 #55,02/27/23 Regular,02/27/23,6,Awaiting Report Response,,POR 2023 #29,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18462&CssClass=,
CMA 2023 #56,02/27/23 Regular,02/27/23,7,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18456&CssClass=,
CMA 2023 #57,02/27/23 Regular,02/27/23,8,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18433&CssClass=,
CMA 2023 #58,02/27/23 Regular,02/27/23,9,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18434&CssClass=,
CMA 2023 #59,02/27/23 Regular,02/27/23,10,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18435&CssClass=,
CMA 2023 #60,02/27/23 Regular,02/27/23,11,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18431&CssClass=,
CMA 2023 #61,02/27/23 Regular,02/27/23,12,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18429&CssClass=,
CMA 2023 #62,02/27/23 Regular,02/27/23,13,Awaiting Report Response,,POR 2022 #316,,REFERRED TO THE PETITION,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18426&CssClass=,
CMA 2023 #63,02/27/23 Regular,02/27/23,14,Awaiting Report Response,AR-23-1,,,REFERRED TO THE PETITION,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18466&CssClass=,
CMA 2023 #64,02/27/23 Regular,02/27/23,15,Transmitting Communication,,,,APPROVED,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18465&CssClass=,AS AMENDED
CMA 2023 #65,02/27/23 Regular,02/27/23,16,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18445&CssClass=,
CMA 2023 #66,03/06/23 Regular,03/06/23,1,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18502&CssClass=,
CMA 2023 #67,03/06/23 Regular,03/06/23,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18503&CssClass=,
CMA 2023 #68,03/06/23 Regular,03/06/23,3,Awaiting Report Response,,POR 2022 #181,,Placed on File,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18504&CssClass=,
CMA 2023 #69,03/06/23 Regular,03/06/23,4,Appropriation,,,,Adopted,7-0-2,yes,yes,absent,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18505&CssClass=,
CMA 2023 #70,03/06/23 Regular,03/06/23,5,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18522&CssClass=,
CMA 2023 #71,03/06/23 Regular,03/06/23,6,Awaiting Report Response,AR-22-78,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18507&CssClass=,
CMA 2023 #72,03/06/23 Regular,03/06/23,7,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18512&CssClass=,
CMA 2023 #73,03/06/23 Regular,03/06/23,8,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18514&CssClass=,
CMA 2023 #74,03/06/23 Regular,03/06/23,9,Transmitting Communication,,,,REPORT ACCEPTED,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18518&CssClass=,
CMA 2023 #75,03/20/23 Regular,03/20/23,1,Appointment,,,,APPROVED,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18655&CssClass=,
CMA 2023 #76,03/20/23 Regular,03/20/23,2,Awaiting Report Response,AR-23-5,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18650&CssClass=,
CMA 2023 #77,03/20/23 Regular,03/20/23,3,Awaiting Report Response,AR-23-9,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18649&CssClass=,
CMA 2023 #78,03/20/23 Regular,03/20/23,4,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18640&CssClass=,
CMA 2023 #79,03/20/23 Regular,03/20/23,5,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18643&CssClass=,
CMA 2023 #80,03/20/23 Regular,03/20/23,6,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18671&CssClass=,
CMA 2023 #81,03/20/23 Regular,03/20/23,7,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18663&CssClass=,
CMA 2023 #82,03/20/23 Regular,03/20/23,8,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18664&CssClass=,
CMA 2023 #83,03/20/23 Regular,03/20/23,9,Awaiting Report Response,,POR 2023 #35,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18660&CssClass=,
CMA 2023 #84,03/20/23 Regular,03/20/23,10,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18588&CssClass=,
CMA 2023 #85,03/20/23 Regular,03/20/23,11,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18656&CssClass=,
CMA 2023 #86,03/20/23 Regular,03/20/23,12,Transmitting Communication,,POR 2023 #44,,REFERRED TO THE PETITION,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18673&CssClass=,
CMA 2023 #87,04/03/23 Regular,04/03/23,1,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18846&CssClass=,
CMA 2023 #88,04/03/23 Regular,04/03/23,2,Transmitting Communication,,POR 2022 #35,,REFERRED TO THE PETITION,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18856&CssClass=,
CMA 2023 #89,04/03/23 Regular,04/03/23,3,Awaiting Report Response,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18843&CssClass=,
CMA 2023 #90,04/10/23 Regular,04/10/23,1,Appointment,,,,Placed on File,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19012&CssClass=,
CMA 2023 #91,04/10/23 Regular,04/10/23,2,Awaiting Report Response,AR-23-11,,,Placed on File,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19029&CssClass=,
CMA 2023 #92,04/10/23 Regular,04/10/23,3,Appropriation,,,,Adopted,7-1-1,yes,yes,yes,yes,absent,yes,yes,yes,no,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19023&CssClass=,
CMA 2023 #93,04/10/23 Regular,04/10/23,4,Appropriation,,,,Adopted,7-1-1,yes,yes,yes,yes,absent,yes,yes,yes,no,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19026&CssClass=,
CMA 2023 #94,04/10/23 Regular,04/10/23,5,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19022&CssClass=,
CMA 2023 #95,04/10/23 Regular,04/10/23,6,Awaiting Report Response,AR-21-71,,,Placed on File,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19010&CssClass=,
CMA 2023 #96,04/10/23 Regular,04/10/23,7,Transmitting Communication,,,,Placed on File,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19016&CssClass=,
CMA 2023 #97,04/10/23 Regular,04/10/23,8,Transmitting Communication,,,,Placed on File,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19030&CssClass=,
CMA 2023 #98,04/24/23 Regular,04/24/23,1,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19095&CssClass=,
CMA 2023 #99,04/24/23 Regular,04/24/23,2,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19086&CssClass=,
CMA 2023 #100,04/24/23 Regular,04/24/23,3,Appointment,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19085&CssClass=,
CMA 2023 #101,04/24/23 Regular,04/24/23,4,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19084&CssClass=,
CMA 2023 #102,04/24/23 Regular,04/24/23,5,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19098&CssClass=,
CMA 2023 #103,04/24/23 Regular,04/24/23,6,Transmitting Communication,,,,Referred to Committee,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19087&CssClass=,REFERRED TO THE NLTP COMMITTEE
CMA 2023 #104,04/24/23 Regular,04/24/23,7,Awaiting Report Response,AR-23-8,,,Referred to Committee,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19091&CssClass=,REFERRED TO THE PUBLIC SAFETY COMMITTEE
CMA 2023 #105,05/01/23 Regular,05/01/23,1,Appropriation,,,,Referred to Committee,8-0-1,yes,absent,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19188&CssClass=,FINANCE
CMA 2023 #106,05/01/23 Regular,05/01/23,2,Transmitting Communication,,,,PASSED TO A SECOND READING,7 to 1,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19190&CssClass=,AND REFERRED TO THE FINANCE COMMITTEE 8-0-1 AM Absent
CMA 2023 #107,05/01/23 Regular,05/01/23,3,Transmitting Communication,,,,PASSED TO A SECOND READING,7 to 1,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19192&CssClass=,AND REFERRED TO THE FINANCE COMMITTEE8-0-1 AM Absent
CMA 2023 #108,05/01/23 Regular,05/01/23,4,Transmitting Communication,,,,PASSED TO A SECOND READING,7 to 1,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19193&CssClass=,AND REFERRED TO THE FINANCE COMMITTEE8-0-1 AM Absent
CMA 2023 #109,05/01/23 Regular,05/01/23,5,Transmitting Communication,,,,PASSED TO A SECOND READING,7 to 1,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19194&CssClass=,AND REFERRED TO THE FINANCE COMMITTEE8-0-1 AM Absent
CMA 2023 #110,05/01/23 Regular,05/01/23,6,Transmitting Communication,,,,PASSED TO A SECOND READING,7 to 1,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19195&CssClass=,AND REFERRED TO THE FINANCE COMMITTEE8-0-1 AM Absent
CMA 2023 #111,05/01/23 Regular,05/01/23,7,Transmitting Communication,,,,PASSED TO A SECOND READING,7 to 1,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19196&CssClass=,AND REFERRED TO THE FINANCE COMMITTEE8-0-1 AM Absent
CMA 2023 #112,05/01/23 Regular,05/01/23,8,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19167&CssClass=,
CMA 2023 #113,05/01/23 Regular,05/01/23,9,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19168&CssClass=,
CMA 2023 #114,05/01/23 Regular,05/01/23,10,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19174&CssClass=,
CMA 2023 #115,05/01/23 Regular,05/01/23,11,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19176&CssClass=,
CMA 2023 #116,05/01/23 Regular,05/01/23,12,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19179&CssClass=,
CMA 2023 #117,05/01/23 Regular,05/01/23,13,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19182&CssClass=,
CMA 2023 #118,05/01/23 Regular,05/01/23,14,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19185&CssClass=,
CMA 2023 #119,05/01/23 Regular,05/01/23,15,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19186&CssClass=,
CMA 2023 #120,05/01/23 Regular,05/01/23,16,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19183&CssClass=,
CMA 2023 #121,05/01/23 Regular,05/01/23,17,Awaiting Report Response,AR-22-74,,,Adopted,8-0-1,yes,absent,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19187&CssClass=,
CMA 2023 #122,05/01/23 Regular,05/01/23,18,Appointment,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19166&CssClass=,
CMA 2023 #123,05/01/23 Regular,05/01/23,19,Transmitting Communication,,,,REFERRED TO THE PETITION,8-0-1,yes,absent,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19165&CssClass=,
CMA 2023 #124,05/08/23 Regular,05/08/23,1,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=19300&CssClass=,
